0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0133333333333333,0.0540540540540541,1
0,0,0,0.00549450549450549,0,0,0.0718232044198895,0,1
0,0,0,6.77780844561681E-05,0,0,0.00653765650017258,0.00915672939062399,1
0,0,0,3.36214446176993E-05,0,0.000171257432665677,0.00973038400799941,0.0273750740448623,1
0,0,0.00024245273190761,0,0,0.000205873096977508,0.0222253590482647,0.0409642856435743,1
0,0,0,0,0.0894024484709061,0.000276450591847995,0.0200474560089882,0.0536987690374267,1
0,0,0.000156453514039275,0,0.165117816327038,0.000517104895138173,0.031048602702264,0.0722645599123593,1
0,0,0.000932104580756536,3.45546003811732E-05,0,0.00092405674779885,0.0440351705136365,0.103843244537255,1
0,0,0,5.61950446916606E-05,0.177903439126692,0.00226324416574511,0.0495619355045174,0.0738008341182017,1
0,0,0.000100867653177388,1.68129714145342E-05,0.21289903092839,0.0021760545712633,0.0264290010483319,0.104106678593318,1
0,0,0.00398000349370838,0.00799181443679628,0.00134269967948215,0.0389906434294178,0.111924400040386,0.163474139699545,1
0,0,0.00135528630505154,0.00407137679636944,0.00136267355628791,0.0259261264163549,0.121874091428781,0.0731456770152396,1
0,0,0.00181633355745813,0.00181963862816091,0.00729182299543585,0.0165271145335345,0.0802898399295033,0.0965561553351968,1
0,0,0,0.0175845137555362,0.00596642120085652,0.0210078156798538,0.122620653106746,0.0880800142439869,1
0,0,0.00227275132518747,0.00341689273527333,0.0022857386138466,0.0206187766585983,0.05848016915396,0.0707967034989602,1
0,0,0.00121541060680467,0.00608444813682541,0.00857037338392329,0.0222286104788408,0.0795688414589872,0.0710339514488053,1
0,0,0.00223946553300571,0.006733475986406,0.0105453025201425,0.0289280186916559,0.0799620355362172,0.0737942667129324,1
0,0,0.00113184455891875,0.0118978343677389,0.00401369911653681,0.0213007616068805,0.0494109772575411,0.0730353426370105,1
0,0,0.000563374645013387,0.00140923053728715,0.00338692624938734,0.00566406083864477,0.0316146046988826,0.0476570075767704,1
