273.0838004,8123.253728,9348.43954,2131.902676,494.714663
9.207140944,955.9692758,396.3224794,321.9095841,33.41049724
1.65728537,179.9934287,264.7062063,25.72826362,16.75126859
0.092071409,25.02519148,70.91989523,3.835571769,5.890555988
0,0.292366632,17.68392193,8.979832271,3.77363743
0.092071409,0.348055514,27.53902425,6.731393648,1.288559122
0,0.069611103,4.420980482,5.443588245,0.368159749
0,0,0,0,0
0,0,0,0,0
0.467912003,0.556888823,186.9130839,6.835810303,23.45553344
0.467912003,302.9127142,186.9130839,264.8075965,23.45553344
1.455726231,77.87394079,845.0171081,1196.607897,155.8454906
29.5304464,155.3232539,4587.685382,3299.851682,621.3879799
0.41592178,98.54147723,3285.536471,2466.599819,591.7930786
2.287569791,139.8208612,388.5148189,254.1988644,65.48659001
7.278631154,51.60271056,764.9639602,292.234371,177.5694075
17.46871477,171.3686131,894.11917,267.0560351,335.9336132
0,0,0,0,0
